1, 1, 10
1, 2, 8
1, 3, 10
1, 4, 9
1, 5, 7
2, 1, 9
2, 2, 14
2, 3, 12
2, 4, 13
2, 5, 11
3, 1, 6
3, 2, 11
3, 3, 6
3, 4, 6
3, 5, 8
4, 1, 10
4, 2, 17
4, 3, 11
4, 4, 16
4, 5, 22
5, 1, 8
5, 2, 5
5, 3, 7
5, 4, 10
5, 5, 4
1, 1, 12
1, 2, 4
1, 3, 14
1, 4, 6
1, 5, 5
2, 1, 4
2, 2, 8
2, 3, 15
2, 4, 12
2, 5, 8
3, 1, 15
3, 2, 13
3, 3, 14
3, 4, 11
3, 5, 12
4, 1, 9
4, 2, 10
4, 3, 11
4, 4, 18
4, 5, 19
5, 1, 3
5, 2, 11
5, 3, 3
5, 4, 9
5, 5, 4
1, 1, 8
1, 2, 6
1, 3, 10
1, 4, 10
1, 5, 2
2, 1, 11
2, 2, 11
2, 3, 13
2, 4, 10
2, 5, 10
3, 1, 11
3, 2, 5
3, 3, 16
3, 4, 13
3, 5, 9
4, 1, 9
4, 2, 13
4, 3, 16
4, 4, 8
4, 5, 27
5, 1, 6
5, 2, 7
5, 3, 8
5, 4, 3
5, 5, 8
1, 1, 8
1, 2, 10
1, 3, 9
1, 4, 8
1, 5, 3
2, 1, 10
2, 2, 11
2, 3, 8
2, 4, 15
2, 5, 12
3, 1, 9
3, 2, 18
3, 3, 13
3, 4, 13
3, 5, 5
4, 1, 14
4, 2, 7
4, 3, 8
4, 4, 17
4, 5, 25
5, 1, 6
5, 2, 4
5, 3, 6
5, 4, 2
5, 5, 9
1, 1, 9
1, 2, 8
1, 3, 9
1, 4, 7
1, 5, 6
2, 1, 9
2, 2, 13
2, 3, 9
2, 4, 10
2, 5, 9
3, 1, 14
3, 2, 14
3, 3, 14
3, 4, 10
3, 5, 12
4, 1, 12
4, 2, 8
4, 3, 14
4, 4, 8
4, 5, 22
5, 1, 10
5, 2, 2
5, 3, 3
5, 4, 9
5, 5, 9
1, 1, 7
1, 2, 12
1, 3, 9
1, 4, 11
1, 5, 7
2, 1, 8
2, 2, 7
2, 3, 17
2, 4, 5
2, 5, 9
3, 1, 11
3, 2, 10
3, 3, 7
3, 4, 8
3, 5, 13
4, 1, 13
4, 2, 12
4, 3, 12
4, 4, 16
4, 5, 22
5, 1, 7
5, 2, 5
5, 3, 6
5, 4, 6
5, 5, 10
1, 1, 10
1, 2, 12
1, 3, 10
1, 4, 7
1, 5, 3
2, 1, 6
2, 2, 8
2, 3, 7
2, 4, 17
2, 5, 9
3, 1, 8
3, 2, 11
3, 3, 11
3, 4, 7
3, 5, 7
4, 1, 9
4, 2, 13
4, 3, 13
4, 4, 16
4, 5, 32
5, 1, 8
5, 2, 7
5, 3, 6
5, 4, 6
5, 5, 7
1, 1, 12
1, 2, 11
1, 3, 8
1, 4, 6
1, 5, 6
2, 1, 5
2, 2, 9
2, 3, 7
2, 4, 8
2, 5, 6
3, 1, 13
3, 2, 11
3, 3, 6
3, 4, 11
3, 5, 10
4, 1, 5
4, 2, 17
4, 3, 15
4, 4, 16
4, 5, 30
5, 1, 7
5, 2, 9
5, 3, 6
5, 4, 6
5, 5, 10
1, 1, 9
1, 2, 8
1, 3, 8
1, 4, 10
1, 5, 4
2, 1, 9
2, 2, 10
2, 3, 10
2, 4, 9
2, 5, 3
3, 1, 9
3, 2, 13
3, 3, 12
3, 4, 6
3, 5, 13
4, 1, 15
4, 2, 10
4, 3, 9
4, 4, 18
4, 5, 29
5, 1, 5
5, 2, 7
5, 3, 9
5, 4, 8
5, 5, 7
1, 1, 11
1, 2, 5
1, 3, 8
1, 4, 6
1, 5, 7
2, 1, 12
2, 2, 7
2, 3, 9
2, 4, 8
2, 5, 4
3, 1, 10
3, 2, 9
3, 3, 11
3, 4, 13
3, 5, 13
4, 1, 13
4, 2, 16
4, 3, 9
4, 4, 9
4, 5, 33
5, 1, 7
5, 2, 9
5, 3, 9
5, 4, 6
5, 5, 6
